   2.790551       2.786808       2.780648       2.736102       2.736102    
   2.734734       2.734734       2.772088       2.771371       2.767763    
   2.724322       2.724322       2.761181       2.761444       2.752985    
   2.747916       2.741934       2.720898       2.720898       2.700583    
   2.700583       2.732273       2.728789       2.696208       2.696208    
   2.665192       2.665192       2.716542       2.714598       2.706408    
   2.713073       2.712709       2.697841       2.694504       2.695658    
   2.661483       2.661483       2.686373       2.618462       2.618462    
   2.676727       2.675411       2.666693       2.672487       2.673377    
   2.673095       2.648464       2.658965       2.656471       2.653759    
   2.617631       2.617631       2.560776       2.560776       2.647100    
   2.639423       2.634647       2.629268       2.622717       2.618284    
   2.617610       2.604139       2.601326       2.595442       2.565573    
   2.565573       2.596868       2.492741       2.492741       2.579083    
   2.575787       2.571777       2.565943       2.559031       2.560250    
   2.556623       2.535144       2.542015       2.550058       2.547336    
   2.547336      -2.798758      -2.788496      -2.793620      -2.793630    
  -2.794899      -2.783401      -2.783401       2.506501       2.506501    
   2.529982       2.531710       2.507627       2.515627       2.518960    
   2.517889      -2.789785      -2.778335      -2.778335      -2.768251    
  -2.768080      -2.768080       2.502951       2.500036       2.490728    
   2.484653       2.484653       2.414939       2.414939       2.476126    
   2.469636       2.470776      -2.789756      -2.763112      -2.763112    
  -2.779569      -2.774436      -2.774455      -2.753082      -2.753082    
  -2.747784      -2.747784       2.441733       2.441733       2.467758    
   2.460763       2.460763       2.461294       2.454171       2.447706    
   2.449977      -2.759126      -2.742844      -2.742844      -2.749227    
  -2.738220      -2.733095      -2.733095      -2.754342      -2.759125    
   2.442783       2.439742       2.435080       2.432831      -2.774442    
  -2.774440       2.328241       2.328241       2.428007       2.416598    
  -2.749203      -2.722566      -2.722566      -2.717793      -2.717793    
   2.410184       2.413938       2.412593       2.393304       2.403251    
   2.397151       2.399682      -2.733924      -2.708131      -2.708131    
  -2.718350      -2.718350       2.372215       2.372215       2.380239    
   2.380239      -2.749211       2.233710       2.233710       2.367853    
   2.367853       2.364722       2.359362       2.356261       2.345277    
   2.345024       2.334956       2.321449       2.321449       2.330739    
   2.326224      -2.749196      -2.733927      -2.733892      -2.719635    
  -2.733903      -2.714494      -2.714486      -2.687844      -2.687844    
  -2.692550      -2.692550      -2.693889      -2.693889      -2.699029    
  -2.699186      -2.708642      -2.708668      -2.678603      -2.678603    
  -2.699177      -2.714482      -2.714477       1.943608       1.943608    
   1.939654       1.939654       1.934193       1.934193       1.871415    
   1.871415       1.867506       1.867506       1.862018       1.862018    
   2.298900       2.298900       2.307765       2.306460       2.012291    
   2.012291       2.008266       2.008266       2.002882       2.002882    
   2.077657       2.077657       2.292815       2.294743       2.286020    
  -2.699162      -2.674741      -2.674741      -2.676027      -2.664530    
  -2.664530       2.273489       2.073357       2.073357       2.068376    
   2.068376       1.795951       1.795951       1.792057       1.792057    
   1.964690       1.964690       1.960842       1.960842       1.924372    
   1.924372       1.852320       1.852320       1.897015       1.897015    
   1.893150       1.893150      -2.699176      -2.670871      -2.673940    
   2.267178       2.267178       1.786591       1.786591       2.028555    
   2.028555       1.992751       1.992751       1.825671       1.825671    
   1.915587       1.915587      -2.673958      -2.657869      -2.657869    
  -2.653389      -2.653389       2.269114       2.270006       1.776939    
   1.776939       1.821785       1.821785       1.887628       1.887628    
   1.955210       1.955210      -2.651295       2.259110       1.843434    
   1.843434       1.816309       1.816309       1.984318       1.984318    
   2.024730       2.024730       2.018931       2.018931       1.878091    
   1.878091      -2.670878       2.057128       2.057128      -2.655580    
  -2.646173      -2.646173      -2.644241      -2.644241       1.717989    
   1.717989       1.768001       1.768001       2.251039       1.945817    
   1.945817       2.049948       2.049948       1.714101       1.714101    
   1.751336       1.751336       1.806692       1.806692       1.869036    
   1.869036      -2.673951      -2.670875       2.087909       2.087909    
   2.009730       2.009730       1.899185       1.899185       1.708646    
   1.708646       1.747457       1.747457       2.225411       2.225411    
   2.131130       2.131130       1.936478       1.936478       1.827295    
   1.827295       1.967183       1.967183       1.698980       1.698980    
   1.742006       1.742006       1.797782       1.797782       1.815927    
   1.815927       1.888117       1.888117       1.999964       1.999964    
   2.126947       2.126947       2.083940       2.083940       1.956974    
   1.956974       2.232163       2.230622       2.133150       2.133150    
  -2.673948      -2.670891      -2.630884      -2.630884      -2.655576    
  -2.655580      -2.639235      -2.639243       1.690088       1.690088    
   1.732350       1.732350       1.751981       1.751981       2.078130    
   2.078130       1.853274       1.853274       1.723536       1.723536    
   1.921049       1.921049       2.030636       2.030636       2.121218    
   2.121218       2.224926       2.224926       2.226583      -2.605701    
  -2.605701      -2.618695      -2.618695      -2.630348      -2.630341    
  -2.622984      -2.622984      -2.624290      -2.614267      -2.614267    
  -2.612765      -2.612765       1.740511       1.740511       2.218950    
   1.781829       1.781829       2.022657       2.022657      -2.655574    
   2.213902       2.213902       1.841575       1.841575       1.770411    
   1.770411       2.110847       2.110847       2.068418       2.068418    
   2.058839       2.058839      -2.630354      -2.619133      -2.590742    
  -2.590742      -2.592506      -2.592506      -2.595903       2.205794    
   2.205794       2.211083       1.638513       1.638513       1.675041    
   1.675041       1.671154       1.671154       1.674094       1.674094    
   1.665739       1.665739       2.101499       2.101499       2.199482    
   2.191596       2.191596       2.185380      -2.630359      -2.603820    
  -2.619138      -2.619145      -2.595645      -2.571004      -2.571004    
  -2.575068      -2.575068      -2.575555      -2.575555      -2.578596    
   2.193570       2.193570      -2.603834      -2.619139      -2.603827    
  -2.595663      -2.488343      -2.488343      -2.488535      -2.488535    
  -2.503590      -2.503590      -2.515733      -2.515733      -2.513355    
  -2.513355      -2.550334      -2.550334      -2.523436      -2.523436    
  -2.527495      -2.527495      -2.528643      -2.528643      -2.533522    
  -2.533522      -2.533838      -2.553768      -2.553768      -2.562539    
  -2.562539      -2.563987      -2.563987      -2.565256       2.174926    
  -2.595635      -2.578596      -2.578589      -2.498736      -2.498736    
  -2.578595      -2.519593      -2.543884      -2.560134      -2.543879    
  -2.544820      -2.544814      -2.552029      -2.552021      -2.560139    
  -2.560136      -2.560128       1.984977       1.984977       1.908870    
   1.908870       1.864502       1.864502       1.972100       1.972100    
   1.931985       1.931985       2.042805       2.042805       2.084316    
   2.084316       2.153180       2.153180       2.158328       2.158328    
   1.792852       1.792852       1.852194       1.852194       1.921315    
   1.921315       2.072345       2.072345       2.030579       2.030579    
   1.994582       1.994582       1.707455       1.707455       1.986798    
   1.986798       1.886971       1.886971       1.819109       1.819109    
   1.779884       1.779884       2.152564       2.153644       2.153985    
   2.143757       1.629167       1.629167       1.634609       1.634609    
   1.717674       1.717674       1.662621       1.662621       1.696167    
   1.696167       1.656035       1.656035       1.950908       1.950908    
   2.138803       2.138803       2.135713       1.872908       1.872908    
   1.805649       1.805649       1.747617       1.747617       1.647242    
   1.647242       1.704420       1.704420       1.619491       1.619491    
  -2.603822       1.610664       1.610664       1.734499       1.734499    
   1.631124       1.631124       1.935944       1.935944       2.007473    
   2.007473       2.047893       2.047893       2.034482       2.034482    
  -2.595638       1.639831       1.639831       1.673213       1.673213    
   1.749597       1.749597       2.119750       2.114750       2.114750    
   1.994194       1.994194       1.820970       1.820970       1.808269    
   1.808269       1.887870       1.887870       1.877789       1.877789    
   1.735737       1.735737       1.660276       1.660276       1.594601    
   1.594601       1.626557       1.626557       1.619894       1.619894    
   2.115500       2.116845       1.583247       1.583247       1.942945    
   1.942945       2.109937       2.099009       1.949684       1.949684    
   1.844122       1.844122       1.776186       1.776186       1.761708    
   1.761708       1.674572       1.674572       1.704644       1.704644    
   1.660182       1.660182       1.593891       1.593891       1.597792    
   1.597792       1.908075       1.908075       2.082972       2.082972    
   1.828986       1.828986       1.690522       1.690522       1.588469    
   1.588469       1.578756       1.578756       1.596860       1.596860    
   1.630222       1.630222       1.547264       1.547264       1.596830    
   1.596830       1.569995       1.569995       1.560364       1.560364    
   1.558487       1.558487       1.584005       1.584005       1.549185    
   1.549185       1.554600       1.554600       1.582346       1.582346    
  -2.543884       1.530744       1.530744       1.616279       1.616279    
   1.539469       1.539469       1.503103       1.503103       1.503422    
   1.503422      -2.544816      -2.519589      -2.544815      -2.543886    
   1.553855       1.553855       1.542648       1.542648       1.517363    
   1.517363       1.514562       1.514562      -2.519591      -2.519599    
  -2.445679      -2.445679      -2.500011      -2.500279      -2.500282    
  -2.494876      -2.475917      -2.475917      -2.472304      -2.472304    
  -2.453818      -2.453818      -2.464500      -2.464500      -2.460807    
