0.3974208	0.3974181	0.3974002	0.3973688	0.3973276	0.3972788	0.3972263	0.3971721	0.3971222	0.3970825	0.3970556	0.3970474	0.3970567	0.397083	0.3971231	0.3971729	0.3972264	0.3972801	0.3973291	0.3973697	0.3974007	0.3974185	0.3974228	0.3974102	0.3973827	0.3973356	0.3972713	0.3971891	0.3970883	0.3969713	0.3968461	0.3967174	0.3965982	0.3965	0.3964339	0.3964117	0.3964342	0.3965003	0.396598	0.3967179	0.3968443	0.3969711	0.3970862	0.3971868	0.3972707	0.3973345	0.3973806	0.3974099
0.3974163	0.3974317	0.3974312	0.3974191	0.3973972	0.3973687	0.3973347	0.3973002	0.397269	0.3972434	0.3972266	0.3972218	0.3972271	0.3972442	0.3972693	0.3973013	0.3973354	0.3973689	0.3973982	0.3974206	0.3974325	0.3974324	0.3974173	0.3973857	0.3973349	0.3972624	0.3971656	0.3970431	0.3968937	0.396722	0.3965316	0.3963329	0.3961408	0.3959786	0.395871	0.3958321	0.3958704	0.3959794	0.3961408	0.3963319	0.3965308	0.3967212	0.396893	0.3970416	0.3971647	0.397261	0.3973336	0.3973848
0.3973969	0.3974299	0.3974473	0.3974506	0.3974433	0.3974293	0.3974109	0.3973897	0.3973707	0.3973538	0.3973434	0.3973405	0.397344	0.3973539	0.3973699	0.3973895	0.3974108	0.3974302	0.3974443	0.3974512	0.3974477	0.397431	0.397398	0.3973448	0.3972684	0.3971635	0.3970249	0.3968494	0.3966351	0.3963788	0.3960844	0.3957673	0.3954554	0.3951889	0.3950068	0.3949411	0.3950065	0.3951883	0.3954549	0.395766	0.3960835	0.3963774	0.3966337	0.396849	0.3970236	0.3971624	0.3972672	0.3973444
0.3973635	0.3974161	0.3974496	0.3974656	0.3974725	0.3974698	0.3974621	0.3974512	0.3974408	0.397432	0.3974245	0.397423	0.3974257	0.3974312	0.3974409	0.3974518	0.3974627	0.397471	0.3974726	0.397467	0.3974494	0.3974166	0.3973654	0.3972895	0.3971829	0.3970365	0.3968455	0.3965997	0.3962877	0.395904	0.3954515	0.3949513	0.3944399	0.3939819	0.3936574	0.3935388	0.3936572	0.3939814	0.3944397	0.3949513	0.3954514	0.3959024	0.3962867	0.3965983	0.3968446	0.3970361	0.3971807	0.3972877
0.39732	0.3973908	0.3974401	0.3974708	0.3974877	0.3974958	0.3974968	0.3974944	0.3974897	0.3974839	0.3974813	0.397481	0.3974816	0.3974844	0.3974894	0.3974935	0.397497	0.3974957	0.3974882	0.397472	0.3974406	0.3973929	0.3973212	0.3972195	0.3970766	0.3968827	0.3966244	0.3962803	0.3958321	0.3952671	0.3945737	0.3937525	0.3928594	0.3920182	0.3914006	0.3911712	0.3914002	0.3920186	0.3928597	0.3937516	0.3945726	0.3952658	0.3958306	0.3962792	0.3966236	0.3968824	0.3970758	0.3972186
0.3972684	0.3973594	0.3974238	0.3974661	0.3974942	0.3975105	0.3975188	0.3975224	0.397523	0.397522	0.3975217	0.3975205	0.3975202	0.3975211	0.3975224	0.3975222	0.3975197	0.3975108	0.3974944	0.3974672	0.3974244	0.3973608	0.3972693	0.3971387	0.396955	0.3967031	0.3963566	0.3958827	0.3952521	0.3944173	0.3933104	0.3919259	0.3903744	0.3888671	0.3877322	0.3873065	0.3877325	0.3888676	0.3903735	0.3919255	0.393309	0.394416	0.3952508	0.3958819	0.396356	0.3967029	0.3969544	0.3971374
0.3972107	0.3973238	0.3974016	0.3974566	0.3974926	0.3975176	0.3975322	0.397541	0.3975452	0.3975475	0.3975475	0.3975477	0.3975478	0.3975466	0.3975447	0.3975407	0.3975323	0.3975179	0.3974943	0.3974578	0.3974031	0.3973239	0.3972119	0.3970495	0.3968211	0.3965019	0.3960477	0.395411	0.39453	0.3932735	0.3915252	0.3893081	0.3867097	0.3840078	0.3818934	0.3810979	0.3818939	0.3840066	0.3867084	0.3893068	0.3915234	0.3932711	0.3945286	0.3954088	0.3960463	0.3965007	0.3968199	0.3970487
0.397153	0.3972865	0.3973795	0.3974439	0.3974884	0.3975188	0.3975392	0.3975515	0.3975593	0.3975642	0.3975663	0.3975667	0.3975656	0.3975629	0.3975591	0.3975512	0.3975392	0.3975199	0.3974895	0.3974453	0.3973798	0.397287	0.3971532	0.3969592	0.3966841	0.3962877	0.395708	0.3948762	0.3936564	0.3918155	0.3892197	0.3857391	0.3810843	0.3757496	0.3714822	0.3698876	0.3714818	0.3757479	0.3810824	0.3857363	0.3892175	0.391813	0.3936544	0.3948748	0.395707	0.3962862	0.396683	0.3969584
0.3970977	0.3972518	0.3973573	0.3974309	0.3974826	0.3975183	0.3975417	0.3975568	0.3975682	0.397575	0.3975779	0.3975781	0.3975781	0.3975739	0.3975681	0.3975581	0.3975419	0.3975185	0.3974835	0.3974326	0.3973585	0.3972527	0.3970992	0.3968752	0.3965535	0.3960777	0.3953672	0.3943176	0.3926823	0.3901425	0.3864449	0.3808114	0.3722531	0.3620105	0.3534426	0.3499679	0.3534396	0.362006	0.3722491	0.3808072	0.3864423	0.3901401	0.39268	0.3943158	0.3953661	0.3960757	0.3965518	0.3968747
0.3970527	0.3972231	0.397339	0.39742	0.3974766	0.397516	0.3975432	0.397561	0.3975734	0.3975807	0.3975844	0.3975852	0.3975844	0.3975801	0.3975733	0.3975609	0.3975429	0.3975165	0.3974772	0.3974206	0.3973407	0.3972238	0.3970532	0.396805	0.3964431	0.395896	0.3950669	0.3937975	0.3917309	0.3884608	0.3834215	0.3748434	0.3610609	0.3432224	0.3234412	0.3124835	0.3234339	0.343215	0.3610539	0.3748381	0.3834179	0.3884581	0.391729	0.3937956	0.3950648	0.3958945	0.3964414	0.396805
