 (0.3609236,-0.1663196)
 (0.3672599,-0.1519603)
 (0.3733903,-0.1363088)
 (0.3791344,-0.1194876)
 (0.3843230,-0.1016250)
 (0.3888094,-8.2861483E-02)
 (0.3924651,-6.3350931E-02)
 (0.3951864,-4.3262891E-02)
 (0.3968944,-2.2779055E-02)
 (0.3975422,-2.0919016E-03)
 (0.3971124,1.8600848E-02)
 (0.3956190,3.9101496E-02)
 (0.3931096,5.9216917E-02)
 (0.3896598,7.8764670E-02)
 (0.3853714,9.7574666E-02)
 (0.3803714,0.1154908)
 (0.3748059,0.1323716)
 (0.3688401,0.1480867)
 (0.3626555,0.1625121)
 (0.3564510,0.1755247)
 (0.3504448,0.1869914)
 (0.3448709,0.1967546)
 (0.3399951,0.2046223)
 (0.3361110,0.2103405)
 (0.3335347,0.2135611)
 (0.3326170,0.2138125)
 (0.3337162,0.2104458)
 (0.3371082,0.2025391)
 (0.3429440,0.1888952)
 (0.3511446,0.1681020)
 (0.3610067,0.1386310)
 (0.3708948,9.9494047E-02)
 (0.3784071,5.1484689E-02)
 (0.3810927,-1.9937376E-03)
 (0.3778480,-5.5442274E-02)
 (0.3698313,-0.1033726)
 (0.3595326,-0.1424069)
 (0.3493604,-0.1717763)
 (0.3409405,-0.1924842)
 (0.3349601,-0.2060678)
 (0.3314852,-0.2139402)
 (0.3303489,-0.2172965)
 (0.3312688,-0.2170568)
 (0.3338788,-0.2138639)
 (0.3378226,-0.2081873)
 (0.3427805,-0.2003727)
 (0.3412555,-0.2031628)
 (0.3488353,-0.1901329)
 (0.3564382,-0.1756768)
 (0.3638501,-0.1599209)
 (0.3708819,-0.1429815)
 (0.3773622,-0.1249759)
 (0.3831394,-0.1060264)
 (0.3880796,-8.6263850E-02)
 (0.3920711,-6.5830603E-02)
 (0.3950229,-4.4880502E-02)
 (0.3968666,-2.3577347E-02)
 (0.3975612,-2.0925526E-03)
 (0.3970920,1.9398296E-02)
 (0.3954721,4.0719725E-02)
 (0.3927422,6.1699413E-02)
 (0.3889658,8.2173616E-02)
 (0.3842343,0.1019873)
 (0.3786579,0.1209969)
 (0.3723676,0.1390696)
 (0.3655149,0.1560820)
 (0.3582679,0.1719151)
 (0.3508178,0.1864507)
 (0.3433752,0.1995599)
 (0.3361791,0.2110929)
 (0.3295090,0.2208666)
 (0.3236824,0.2286343)
 (0.3190696,0.2340500)
 (0.3161179,0.2366363)
 (0.3153130,0.2356757)
 (0.3171467,0.2300812)
 (0.3221778,0.2183883)
 (0.3307320,0.1985219)
 (0.3422382,0.1676253)
 (0.3549641,0.1232406)
 (0.3657012,6.5281630E-02)
 (0.3698826,-1.9316957E-03)
 (0.3649986,-6.9099709E-02)
 (0.3536537,-0.1269470)
 (0.3404616,-0.1712007)
 (0.3286293,-0.2019784)
 (0.3198653,-0.2217576)
 (0.3147100,-0.2333989)
 (0.3128166,-0.2389760)
 (0.3136109,-0.2399465)
 (0.3165894,-0.2373925)
 (0.3212577,-0.2320263)
 (0.3271655,-0.2243215)
 (0.3339383,-0.2146187)
 (0.3327954,-0.2166421)
 (0.3421116,-0.2019124)
 (0.3512020,-0.1858764)
 (0.3598714,-0.1686530)
 (0.3679498,-0.1503507)
 (0.3752852,-0.1310794)
 (0.3817438,-0.1109552)
 (0.3872127,-9.0098739E-02)
 (0.3915978,-6.8641499E-02)
 (0.3948200,-4.6722859E-02)
 (0.3968229,-2.4488933E-02)
 (0.3975726,-2.0929393E-03)
 (0.3970590,2.0309493E-02)
 (0.3952890,4.2563133E-02)
 (0.3922987,6.4514652E-02)
 (0.3881411,8.6016968E-02)
 (0.3828911,0.1069296)
 (0.3766447,0.1271211)
 (0.3695134,0.1464683)
 (0.3616290,0.1648548)
 (0.3531405,0.1821690)
 (0.3442194,0.1982996)
 (0.3350591,0.2131272)
 (0.3258846,0.2265152)
 (0.3169654,0.2383015)
 (0.3086160,0.2482613)
 (0.3012248,0.2560836)
 (0.2952859,0.2613285)
 (0.2913615,0.2632639)
 (0.2901821,0.2607787)
 (0.2927293,0.2522880)
 (0.2997189,0.2349168)
 (0.3112599,0.2041805)
 (0.3268959,0.1555336)
 (0.3429046,8.5662901E-02)
 (0.3499631,-1.8224211E-03)
 (0.3419898,-8.9232996E-02)
 (0.3252485,-0.1589394)
 (0.3091010,-0.2074269)
 (0.2972350,-0.2380451)
 (0.2900621,-0.2553462)
 (0.2874236,-0.2638125)
 (0.2885755,-0.2663114)
 (0.2925195,-0.2644188)
 (0.2985131,-0.2592379)
 (0.3059847,-0.2514942)
 (0.3144384,-0.2416233)
 (0.3234816,-0.2299330)
 (0.3231089,-0.2307628)
 (0.3344488,-0.2143133)
 (0.3452525,-0.1966698)
 (0.3553586,-0.1779409)
 (0.3646251,-0.1582284)
 (0.3729275,-0.1376374)
 (0.3801585,-0.1162761)
 (0.3862258,-9.4257012E-02)
 (0.3910544,-7.1700796E-02)
 (0.3945826,-4.8733436E-02)
 (0.3967667,-2.5485754E-02)
 (0.3975797,-2.0935142E-03)
 (0.3970131,2.1305801E-02)
 (0.3950734,4.4575073E-02)
 (0.3917877,6.7578711E-02)
 (0.3871969,9.0184495E-02)
 (0.3813617,0.1122659)
 (0.3743567,0.1337030)
 (0.3662717,0.1543800)
 (0.3572137,0.1741882)
 (0.3473061,0.1930235)
 (0.3366877,0.2107798)
 (0.3255218,0.2273474)
 (0.3139997,0.2426074)
 (0.3023513,0.2564192)
 (0.2908475,0.2685916)
 (0.2798389,0.2788692)
 (0.2697752,0.2868759)
 (0.2611955,0.2919417)
 (0.2549331,0.2931056)
 (0.2521445,0.2888514)
 (0.2539343,0.2757261)
 (0.2621529,0.2482757)
 (0.2793630,0.1993939)
 (0.3016082,0.1168191)
 (0.3124793,-1.6183604E-03)
 (0.3003711,-0.1199445)
 (0.2772598,-0.2022957)
 (0.2595325,-0.2510035)
 (0.2510230,-0.2783721)
 (0.2490929,-0.2914825)
 (0.2518348,-0.2957683)
 (0.2581082,-0.2946722)
 (0.2667402,-0.2896975)
 (0.2768868,-0.2817977)
 (0.2880027,-0.2716374)
 (0.2996337,-0.2595871)
 (0.3114276,-0.2459006)
 (0.3123010,-0.2451418)
 (0.3259350,-0.2270180)
 (0.3386634,-0.2077878)
 (0.3503701,-0.1875548)
 (0.3609545,-0.1664199)
 (0.3703267,-0.1444843)
 (0.3784086,-0.1218513)
 (0.3851340,-9.8627776E-02)
 (0.3904515,-7.4924603E-02)
 (0.3943174,-5.0855964E-02)
 (0.3967010,-2.6539121E-02)
 (0.3975836,-2.0941026E-03)
 (0.3969586,2.2359045E-02)
 (0.3948308,4.6699494E-02)
 (0.3912192,7.0807420E-02)
 (0.3861517,9.4565228E-02)
 (0.3796707,0.1178588)
 (0.3718284,0.1405760)
 (0.3626881,0.1626087)
 (0.3523275,0.1838538)
 (0.3408343,0.2042091)
 (0.3283091,0.2235725)
 (0.3148666,0.2418396)
 (0.3006449,0.2588999)
 (0.2858055,0.2746295)
 (0.2705330,0.2888647)
 (0.2550741,0.3014034)
 (0.2397275,0.3119293)
 (0.2248532,0.3198666)
 (0.2110988,0.3244887)
 (0.1993795,0.3245262)
 (0.1908305,0.3166305)
 (0.1884954,0.2959115)
 (0.1967462,0.2526024)
 (0.2126741,0.1586971)
 (0.2210163,-1.1279085E-03)
 (0.2110010,-0.1608742)
 (0.1940852,-0.2546321)
 (0.1853754,-0.2978647)
 (0.1874886,-0.3186128)
 (0.1959523,-0.3266016)
 (0.2076708,-0.3266904)
 (0.2214717,-0.3222133)
 (0.2364286,-0.3144342)
 (0.2518843,-0.3040706)
 (0.2674744,-0.2916967)
 (0.2828958,-0.2776233)
 (0.2979008,-0.2620516)
 (0.3005588,-0.2593856)
 (0.3167150,-0.2396991)
 (0.3315461,-0.2189553)
 (0.3449942,-0.1972626)
 (0.3570053,-0.1747266)
 (0.3675297,-0.1514519)
 (0.3765274,-0.1275415)
 (0.3839617,-0.1030985)
 (0.3898032,-7.8227736E-02)
 (0.3940310,-5.3033583E-02)
 (0.3966275,-2.7620833E-02)
 (0.3975834,-2.0944651E-03)
 (0.3968966,2.3440581E-02)
 (0.3945684,4.8879310E-02)
 (0.3906060,7.4116446E-02)
 (0.3850271,9.9047288E-02)
 (0.3778512,0.1235673)
 (0.3691061,0.1475714)
 (0.3588274,0.1709559)
 (0.3470547,0.1936170)
 (0.3338359,0.2154502)
 (0.3192243,0.2363501)
 (0.3032764,0.2562054)
 (0.2860586,0.2749018)
 (0.2676440,0.2923135)
 (0.2480976,0.3082781)
 (0.2275056,0.3226056)
 (0.2059365,0.3349974)
 (0.1834289,0.3449121)
 (0.1601658,0.3517428)
 (0.1363531,0.3543777)
 (0.1120715,0.3498022)
 (8.8339239E-02,0.3340727)
 (6.6362165E-02,0.2955965)
 (4.6688817E-02,0.1933515)
 (3.6680322E-02,-1.5079961E-04)
 (4.4647772E-02,-0.1937732)
 (6.3243002E-02,-0.2962534)
 (8.4813617E-02,-0.3349727)
 (0.1083785,-0.3509554)
 (0.1326107,-0.3557899)
 (0.1564498,-0.3534067)
 (0.1797836,-0.3468223)
 (0.2023949,-0.3371465)
 (0.2240929,-0.3249827)
 (0.2448353,-0.3108737)
 (0.2645479,-0.2951156)
 (0.2831455,-0.2778999)
 (0.2881495,-0.2731152)
 (0.3069904,-0.2520413)
 (0.3240537,-0.2299030)
 (0.3393456,-0.2068330)
 (0.3528624,-0.1829508)
 (0.3646014,-0.1583717)
 (0.3745605,-0.1332056)
 (0.3827344,-0.1075565)
 (0.3891251,-8.1525825E-02)
 (0.3937285,-5.5209473E-02)
 (0.3965478,-2.8702088E-02)
 (0.3975819,-2.0948998E-03)
 (0.3968292,2.4521695E-02)
 (0.3942891,5.1057581E-02)
 (0.3899624,7.7420622E-02)
 (0.3838477,0.1035176)
 (0.3759433,0.1292508)
 (0.3662508,0.1545209)
 (0.3547714,0.1792224)
 (0.3415063,0.2032454)
 (0.3264600,0.2264759)
 (0.3096306,0.2487925)
 (0.2910128,0.2700650)
 (0.2705954,0.2901513)
 (0.2483515,0.3088949)
 (0.2242175,0.3260946)
 (0.1981011,0.3415073)
 (0.1698272,0.3547711)
 (0.1390812,0.3652404)
 (0.1055001,0.3721428)
 (6.8476580E-02,0.3740864)
 (2.6733486E-02,0.3675513)
 (-2.1603080E-02,0.3476466)
 (-7.8912914E-02,0.3024446)
 (-0.1392277,0.1943926)
 (-0.1695191,9.3229476E-04)
 (-0.1412831,-0.1928583)
 (-8.2110867E-02,-0.3015710)
 (-2.5275974E-02,-0.3473881)
 (2.2851661E-02,-0.3678051)
 (6.4525463E-02,-0.3747833)
 (0.1015692,-0.3732311)
 (0.1352218,-0.3666846)
 (0.1660767,-0.3565389)
 (0.1944892,-0.3435751)
 (0.2207673,-0.3284381)
 (0.2450812,-0.3114944)
 (0.2675214,-0.2929861)
 (0.2754026,-0.2860006)
 (0.2970079,-0.2637565)
 (0.3163718,-0.2403818)
 (0.3335617,-0.2160468)
 (0.3486290,-0.1909009)
 (0.3616145,-0.1650797)
 (0.3725563,-0.1387060)
 (0.3814875,-0.1118907)
 (0.3884349,-8.4733784E-02)
 (0.3934212,-5.7326797E-02)
 (0.3964651,-2.9754257E-02)
 (0.3975755,-2.0953100E-03)
 (0.3967573,2.5573617E-02)
 (0.3940042,5.3176675E-02)
 (0.3893060,8.0634728E-02)
 (0.3826466,0.1078636)
 (0.3739985,0.1347719)
 (0.3633350,0.1612598)
 (0.3506216,0.1872157)
 (0.3358211,0.2125187)
 (0.3188893,0.2370340)
 (0.2997725,0.2606116)
 (0.2784031,0.2830825)
 (0.2546955,0.3042563)
 (0.2285333,0.3239110)
 (0.1997418,0.3417591)
 (0.1680814,0.3574386)
 (0.1331981,0.3704312)
 (9.4544746E-02,0.3798641)
 (5.1417939E-02,0.3845328)
 (2.8601387E-03,0.3824604)
 (-5.2512359E-02,0.3692005)
 (-0.1161291,0.3379564)
 (-0.1881691,0.2782761)
 (-0.2580326,0.1684765)
 (-0.2907571,1.5618885E-03)
 (-0.2598109,-0.1657011)
 (-0.1911113,-0.2762511)
 (-0.1196999,-0.3366993)
 (-5.6411877E-02,-0.3686181)
 (-1.1794218E-03,-0.3824653)
 (4.7356151E-02,-0.3850504)
 (9.0531617E-02,-0.3808385)
 (0.1292833,-0.3718148)
 (0.1643024,-0.3591906)
 (0.1961267,-0.3438447)
 (0.2251047,-0.3263010)
 (0.2514730,-0.3069236)
 (0.2626840,-0.2977801)
 (0.2870438,-0.2746041)
 (0.3087106,-0.2501704)
 (0.3278037,-0.2247050)
 (0.3444222,-0.1983990)
 (0.3586530,-0.1714186)
 (0.3705751,-0.1439084)
 (0.3802552,-0.1159893)
 (0.3877533,-8.7766193E-02)
 (0.3931164,-5.9327561E-02)
 (0.3963812,-3.0748306E-02)
 (0.3975666,-2.0956183E-03)
 (0.3966824,2.6567649E-02)
 (0.3937203,5.5179521E-02)
 (0.3886579,8.3673783E-02)
 (0.3814580,0.1119746)
 (0.3720727,0.1399938)
 (0.3604415,0.1676288)
 (0.3464949,0.1947568)
 (0.3301551,0.2212363)
 (0.3113329,0.2469027)
 (0.2899251,0.2715634)
 (0.2658104,0.2949951)
 (0.2388441,0.3169333)
 (0.2088454,0.3370616)
 (0.1755705,0.3549715)
 (0.1387041,0.3701300)
 (9.7831413E-02,0.3818068)
 (5.2386504E-02,0.3888458)
 (1.6972995E-03,0.3895684)
 (-5.4928891E-02,0.3815064)
 (-0.1179228,0.3600492)
 (-0.1863143,0.3180887)
 (-0.2559817,0.2477281)
 (-0.3151105,0.1410081)
 (-0.3403766,1.8158823E-03)
 (-0.3165915,-0.1376410)
 (-0.2585949,-0.2449901)
 (-0.1896721,-0.3160913)
 (-0.1217245,-0.3587766)
 (-5.8957487E-02,-0.3809008)
 (-2.4170913E-03,-0.3895619)
 (4.8278421E-02,-0.3893752)
 (9.3796819E-02,-0.3828162)
 (0.1347911,-0.3715711)
 (0.1718161,-0.3568020)
 (0.2052782,-0.3392434)
 (0.2354882,-0.3194329)
 (0.2503689,-0.3082749)
 (0.2773899,-0.2844000)
 (0.3012941,-0.2590866)
 (0.3222404,-0.2326309)
 (0.3403710,-0.2052801)
 (0.3558122,-0.1772404)
 (0.3686813,-0.1486825)
 (0.3790806,-0.1197451)
 (0.3871035,-9.0540156E-02)
 (0.3928231,-6.1154012E-02)
 (0.3962943,-3.1654444E-02)
 (0.3975521,-2.0961182E-03)
 (0.3966070,2.7473997E-02)
 (0.3934470,5.7008434E-02)
 (0.3880376,8.6453348E-02)
 (0.3803230,0.1157414)
 (0.3702282,0.1447863)
 (0.3576621,0.1734792)
 (0.3425178,0.2016803)
 (0.3246774,0.2292207)
 (0.3040107,0.2558962)
 (0.2803742,0.2814596)
 (0.2536071,0.3056183)
 (0.2235253,0.3280166)
 (0.1899175,0.3482226)
 (0.1525291,0.3656879)
 (0.1110547,0.3796929)
 (6.5146416E-02,0.3892839)
 (1.4421427E-02,0.3930797)
 (-4.1442402E-02,0.3890781)
 (-0.1024784,0.3745821)
 (-0.1679693,0.3456063)
 (-0.2352119,0.2965704)
 (-0.2979898,0.2223560)
 (-0.3456179,0.1216734)
 (-0.3643721,1.9377263E-03)
 (-0.3468902,-0.1179922)
 (-0.3003302,-0.2191783)
 (-0.2383395,-0.2940577)
 (-0.1716165,-0.3438056)
 (-0.1064323,-0.3734740)
 (-4.5550447E-02,-0.3886151)
 (1.0269610E-02,-0.3932088)
 (6.1033405E-02,-0.3899479)
 (0.1070410,-0.3808412)
 (0.1486618,-0.3672746)
 (0.1862327,-0.3502053)
 (0.2200518,-0.3303543)
 (0.2388102,-0.3173853)
 (0.2683270,-0.2930152)
 (0.2943453,-0.2669868)
 (0.3170491,-0.2396777)
 (0.3366087,-0.2113987)
 (0.3531879,-0.1824053)
 (0.3669407,-0.1529020)
 (0.3780067,-0.1230502)
 (0.3865096,-9.2970207E-02)
 (0.3925517,-6.2748104E-02)
 (0.3962094,-3.2443494E-02)
 (0.3975312,-2.0963377E-03)
 (0.3965303,2.8263137E-02)
 (0.3931925,5.8604628E-02)
 (0.3874691,8.8888615E-02)
 (0.3792838,0.1190572)
 (0.3685332,0.1490238)
 (0.3550929,0.1786704)
 (0.3388202,0.2078369)
 (0.3195608,0.2363211)
 (0.2971472,0.2638680)
 (0.2714036,0.2901698)
 (0.2421458,0.3148501)
 (0.2091767,0.3374521)
 (0.1722935,0.3574232)
 (0.1312810,0.3740706)
 (8.5923605E-02,0.3865094)
 (3.6040805E-02,0.3935999)
 (-1.8448263E-02,0.3938304)
 (-7.7379182E-02,0.3851300)
 (-0.1400440,0.3648633)
 (-0.2047548,0.3298617)
 (-0.2680349,0.2765424)
 (-0.3237241,0.2023415)
 (-0.3632542,0.1084511)
 (-0.3780935,2.0069075E-03)
 (-0.3643835,-0.1045898)
 (-0.3258500,-0.1988968)
 (-0.2709477,-0.2736853)
 (-0.2082332,-0.3276743)
 (-0.1438937,-0.3633596)
 (-8.1444472E-02,-0.3842879)
 (-2.2606915E-02,-0.3936117)
 (3.1882890E-02,-0.3939570)
 (8.1838511E-02,-0.3873920)
 (0.1273258,-0.3754340)
 (0.1685122,-0.3592206)
 (0.2056047,-0.3396388)
 (0.2283236,-0.3250811)
 (0.2601193,-0.3003721)
 (0.2880826,-0.2737633)
 (0.3124016,-0.2457184)
 (0.3332702,-0.2166215)
 (0.3508825,-0.1867823)
 (0.3654269,-0.1564462)
 (0.3770792,-0.1257985)
 (0.3859972,-9.4971225E-02)
 (0.3923129,-6.4050615E-02)
 (0.3961266,-3.3084530E-02)
 (0.3974994,-2.0966288E-03)
 (0.3964529,2.8904080E-02)
 (0.3929663,5.9908412E-02)
 (0.3869780,9.0894163E-02)
 (0.3783852,0.1218140)
 (0.3670571,0.1525827)
 (0.3528338,0.1830708)
 (0.3355382,0.2130942)
 (0.3149773,0.2424099)
 (0.2909555,0.2707091)
 (0.2632751,0.2976122)
 (0.2317418,0.3226560)
 (0.1961711,0.3452778)
 (0.1563989,0.3648058)
 (0.1122940,0.3804190)
 (6.3783959E-02,0.3911000)
 (1.0914054E-02,0.3955923)
 (-4.6058241E-02,0.3923430)
