     0.39883897     0.00024386
     0.39883548     0.00052447
     0.39882943     0.00075738
     0.39882213     0.00092370
     0.39881274     0.00101120
     0.39880362     0.00101833
     0.39879411     0.00094813
     0.39878699     0.00081536
     0.39878017     0.00063800
     0.39877808     0.00043973
     0.39878041     0.00024547
     0.39878500     0.00007749
     0.39879322    -0.00004653
     0.39880371    -0.00011794
     0.39881501    -0.00013472
     0.39882386    -0.00010204
     0.39882892    -0.00003220
     0.39883122     0.00005733
     0.39882872     0.00014499
     0.39882258     0.00020957
     0.39881331     0.00023333
     0.39880210     0.00020479
     0.39879265     0.00011850
     0.39878494    -0.00002269
     0.39877933    -0.00020923
     0.39877859    -0.00042448
     0.39878026    -0.00064372
     0.39878610    -0.00084183
     0.39879411    -0.00099441
     0.39880323    -0.00108275
     0.39881214    -0.00109267
     0.39882049    -0.00101849
     0.39882845    -0.00086312
     0.39883482    -0.00063807
     0.39883941    -0.00036263
     0.39884093    -0.00006031
     0.39880174     0.00057195
     0.39879560     0.00115580
     0.39878443     0.00163856
     0.39877233     0.00197935
     0.39875948     0.00215327
     0.39874762     0.00215349
     0.39873570     0.00199209
     0.39872622     0.00169620
     0.39872038     0.00130676
     0.39871836     0.00087433
     0.39872283     0.00045166
     0.39873046     0.00008828
     0.39874160    -0.00017923
     0.39875451    -0.00033133
     0.39876875    -0.00036486
     0.39877951    -0.00029190
     0.39878753    -0.00013803
     0.39879018     0.00006067
     0.39878771     0.00025723
     0.39877975     0.00040542
     0.39876842     0.00046925
     0.39875570     0.00042313
     0.39874092     0.00025563
     0.39873016    -0.00002999
     0.39872181    -0.00041352
     0.39871818    -0.00085753
     0.39871967    -0.00131229
     0.39872512    -0.00172309
     0.39873555    -0.00204011
     0.39874649    -0.00222102
     0.39875889    -0.00223761
     0.39877251    -0.00207846
     0.39878345    -0.00174912
     0.39879495    -0.00127483
     0.39880234    -0.00069638
     0.39880469    -0.00006298
     0.39874151     0.00095131
     0.39872909     0.00188745
     0.39871013     0.00265876
     0.39868817     0.00319828
     0.39866650     0.00346462
     0.39864674     0.00344778
     0.39863116     0.00316728
     0.39862031     0.00266851
     0.39861560     0.00201823
     0.39861655     0.00129979
     0.39862454     0.00060231
     0.39863652     0.00000705
     0.39865300    -0.00042527
     0.39867198    -0.00066213
     0.39868987    -0.00070025
     0.39870608    -0.00056047
     0.39871636    -0.00028459
     0.39872107     0.00006586
     0.39871609     0.00041423
     0.39870557     0.00068399
     0.39868903     0.00081373
     0.39867061     0.00076197
     0.39865196     0.00050873
     0.39863557     0.00005676
     0.39862287    -0.00056032
     0.39861643    -0.00128099
     0.39861417    -0.00202317
     0.39861932    -0.00269732
     0.39862946    -0.00321882
     0.39864546    -0.00352037
     0.39866483    -0.00355556
     0.39868698    -0.00330491
     0.39870971    -0.00277792
     0.39872807    -0.00201609
     0.39874077    -0.00108560
     0.39874548    -0.00006794
     0.39865732     0.00141555
     0.39863703     0.00278269
     0.39860487     0.00390532
     0.39856815     0.00468262
     0.39853156     0.00505258
     0.39850038     0.00500147
     0.39847589     0.00455755
     0.39846107     0.00378883
     0.39845645     0.00279595
     0.39846045     0.00170607
     0.39847434     0.00065544
     0.39849505    -0.00023191
     0.39851961    -0.00086296
     0.39854881    -0.00119016
     0.39857751    -0.00121118
     0.39860243    -0.00096022
     0.39862007    -0.00050042
     0.39862660     0.00007342
     0.39861882     0.00064527
     0.39860103     0.00109832
     0.39857563     0.00133833
     0.39854676     0.00130230
     0.39851767     0.00095688
     0.39849311     0.00030405
     0.39847219    -0.00060760
     0.39845958    -0.00168435
     0.39845496    -0.00280088
     0.39845914    -0.00382033
     0.39847440    -0.00461465
     0.39849743    -0.00508149
     0.39852875    -0.00515335
     0.39856607    -0.00480071
     0.39860353    -0.00403741
     0.39863479    -0.00292465
     0.39865613    -0.00156347
     0.39866400    -0.00007485
     0.39854273     0.00200498
     0.39850777     0.00392016
     0.39845467     0.00548762
     0.39839476     0.00656141
     0.39833689     0.00705323
     0.39828873     0.00694221
     0.39825332     0.00626859
     0.39823216     0.00512783
     0.39822668     0.00366718
     0.39823532     0.00207449
     0.39825892     0.00055104
     0.39829582    -0.00071903
     0.39833969    -0.00159891
     0.39838716    -0.00202177
     0.39843297    -0.00199061
     0.39847225    -0.00155998
     0.39850000    -0.00082291
     0.39851004     0.00008348
     0.39849901     0.00098733
     0.39847109     0.00171688
     0.39843068     0.00213560
     0.39838511     0.00215045
     0.39833778     0.00170679
     0.39829326     0.00080215
     0.39825702    -0.00049584
     0.39823270    -0.00204880
     0.39822394    -0.00367222
     0.39822990    -0.00516339
     0.39825052    -0.00633334
     0.39828476    -0.00703324
     0.39833349    -0.00716743
     0.39839154    -0.00669539
     0.39845234    -0.00563675
     0.39850581    -0.00407996
     0.39854169    -0.00217122
     0.39855391    -0.00008416
     0.39840376     0.00277332
     0.39834356     0.00540355
     0.39825267     0.00754975
     0.39815003     0.00900498
     0.39805400     0.00964493
     0.39797902     0.00943888
     0.39792833     0.00843799
     0.39790356     0.00677415
     0.39790422     0.00466166
     0.39792597     0.00237408
     0.39796725     0.00020490
     0.39802405    -0.00157840
     0.39809251    -0.00277891
     0.39816603    -0.00330302
     0.39823759    -0.00316506
     0.39829856    -0.00245283
     0.39834204    -0.00130085
